CASRN,DTXSID,SMILES
54009-73-3,DTXSID20880462,C(C(COP(=O)(O)O)O)C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
54009-74-4,DTXSID50881366,C(C(COP(=O)(O)O)O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
54009-77-7,DTXSID80880463,C1C(O1)CC(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
54009-78-8,DTXSID00880465,C1C(O1)CC(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
54009-79-9,DTXSID10880471,C1C(O1)CC(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
54009-81-3,DTXSID00379884,C1C(O1)CC(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F
54029-85-5,DTXSID50712020,C1=CC(=C(C=C1SCC(C(F)(F)F)(F)F)N)N
540738-37-2,DTXSID80626202,CC(=O)C1=CC2=C(C=C1)OC(C(O2)(F)F)(F)F
541514-85-6,DTXSID30896175,C1=CC(=CC(=C1)F)NC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
541547-94-8,DTXSID40895290,C(CC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CI
54207-61-3,DTXSID80892602,C(CSCC(=O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
54207-62-4,DTXSID20892601,C(CSCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O
54207-74-8,DTXSID701022068,C(CS(=O)(=O)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O
54208-66-1,DTXSID60881317,C(C(C(OC(C(C(F)(F)F)(F)F)(F)F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(C(OC(C(C(F)(F)F)(F)F)(F)F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F
54326-26-0,DTXSID50895640,C1(=C(C(=C(C(=C1F)F)F)F)F)C(C(C(F)(F)F)(F)F)(F)F
54336-56-0,DTXSID80895335,C(COCCOCC(C(C(F)(F)F)(F)F)(F)F)O
54336-60-6,DTXSID60895570,C(COCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
54362-31-1,DTXSID80310331,C(C(F)(F)Cl)(OOC(F)(F)F)(F)F
54362-32-2,DTXSID20310330,C(C(F)(Cl)Cl)(OOC(F)(F)F)(F)F
543708-46-9,DTXSID50893404,C1CN(C2=CC=CC=C21)C(=O)C(C(C(F)(F)F)(F)F)(F)F
54376-59-9,DTXSID40505882,C(=C(F)F)(C(=O)C(C(F)(F)F)(F)F)C(F)(F)F
54387-09-6,DTXSID60850649,C1(=C(C(=C(C(=C1F)F)F)F)F)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
54404-53-4,DTXSID90507235,COC(=O)C(C(C(C(C(C(=O)OC)(F)F)(F)F)(F)F)(F)F)(F)F
544418-04-4,DTXSID40464965,C1=CC=C2C(=C1)C(=O)OC(=O)N2CCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
544446-07-3,DTXSID40660263,CCCC(CCC)C(=O)OCC(C(C(C(C(C(C(C(COC(=O)C(CCC)CCC)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
545359-89-5,DTXSID60896289,CCOC(=O)C1=C(N(N=C1)C2=CC=CC=C2)NC(=O)C(C(C(F)(F)F)(F)F)(F)F
54572-17-7,DTXSID10881367,[C@@]([C@](C(OC(C(C(F)(F)F)(F)F)(F)F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(C(OC(C(C(F)(F)F)(F)F)(F)F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F
546063-97-2,DTXSID00896268,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)C(C(C(F)(F)F)(F)F)(F)F
54640-64-1,DTXSID10895929,C=COC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
54675-68-2,DTXSID30706866,C(#N)C(C(=O)F)(C(F)(F)F)F
54735-87-4,DTXSID90896358,C(C(CN)O)C(C(C(C(C(C(C(C(F)(F)F)(C(F)(F)F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
54755-50-9,DTXSID20787982,C1(=C(C(=C(C(=C1F)F)C(C(F)(F)F)(F)F)F)F)C2=C(C(=C(C(=C2F)F)C(C(F)(F)F)(F)F)F)F
54822-22-9,DTXSID50379556,COC(=O)C(C(C(C(F)F)(F)F)(F)F)(F)F
5483-61-4,DTXSID90367194,CC1=CC(=NC(=N1)N)OCC(C(C(C(F)F)(F)F)(F)F)(F)F
54841-42-8,DTXSID30787933,C=CC(=O)OC(C(C(C(C(C(CC(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
54862-46-3,DTXSID30486030,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)OC1=NC(=NC(=N1)OCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)OCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
54864-78-7,DTXSID90379292,C1=CC=C(C=C1)C2=NNC(=C2)C(C(C(F)(F)F)(F)F)(F)F
5492-89-7,DTXSID20530076,C1(=C(C(=C(C(=C1F)F)F)F)F)C2=C(C(C(C(C2(F)F)(F)F)(F)F)(F)F)F
54939-04-7,DTXSID00203453,C12=C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)C(C(C(C2(F)F)(F)F)(F)F)(F)F
54949-74-5,DTXSID6068985,C(CO)C(C(F)(F)F)(F)F
54949-99-4,DTXSID00895418,C(COCCO)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
54950-04-8,DTXSID10880476,C(COC(=O)/C=C\C(=O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
54950-05-9,DTXSID70880477,C(COC(=O)CC(C(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)S(=O)(=O)[O-])C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[Na+]
55003-96-8,DTXSID10381993,C(COC(=O)C=CC(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
55009-88-6,DTXSID80505826,C#CC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
55012-43-6,DTXSID40528359,C1=CC=C(C=C1)CC(C(F)F)(C(F)(F)F)F
550301-92-3,DTXSID30896054,C1=CC(=CC=C1NC(=O)C(C(C(F)(F)F)(F)F)(F)F)F
550302-16-4,DTXSID80896120,COC1=CC=CC(=C1)NC(=O)C(C(C(F)(F)F)(F)F)(F)F
55101-70-7,DTXSID00620126,C1C(C(C1(F)F)(F)F)(F)F
55118-65-5,DTXSID90547131,CC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
55120-77-9,DTXSID90880479,[Li+].C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F
55154-18-2,DTXSID40880484,C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F)(F)F)F
55181-17-4,DTXSID30896392,C1(=C(C(=NC(=C1F)F)N)F)C(C(F)(F)F)(C(F)(F)F)F
55258-28-1,DTXSID10378469,CC(C)(C)OC(=O)C(C(F)(F)F)(F)F
55420-10-5,DTXSID50309994,C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)O)CC(C(F)(F)F)(F)F
55427-50-4,DTXSID60560190,C(COCCO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
55429-09-9,DTXSID10348167,COC1=C(C=C(C=C1)CCN(C(=O)C(C(C(F)(F)F)(F)F)(F)F)C(=O)C(C(C(F)(F)F)(F)F)(F)F)O
55429-80-6,DTXSID80345305,CCC1(C(=O)N(C(=O)N(C1=O)C)C)C(C)CC(C)OC(=O)C(C(C(F)(F)F)(F)F)(F)F
55521-07-8,DTXSID30701917,C1=CC=C(C=C1)C(CN(C(=O)C(C(C(F)(F)F)(F)F)(F)F)C(=O)C(C(C(F)(F)F)(F)F)(F)F)O
55591-23-6,DTXSID10204138,C(C(C(C(F)(F)S(=O)(=O)Cl)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)F
556050-48-7,DTXSID20451116,C1CC(=O)N(C1=O)OC(=O)OCC2=CC=C(C=C2)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
556050-49-8,DTXSID40454503,C1CC(=O)N(C1=O)OC(=O)OCC2=CC=C(C=C2)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
55621-18-6,DTXSID60381084,C(=O)(C(OC(C(OC(C(OC(C(=O)O)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
55621-21-1,DTXSID20375106,C(=O)(C(OC(C(OC(C(=O)O)(F)F)(F)F)(F)F)(F)F)O
55649-48-4,DTXSID20337380,CCCCOC(=O)C(CC)OC(=O)C(C(C(F)(F)F)(F)F)(F)F
55716-11-5,DTXSID0069042,C1(C(OC(C(N1C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
55751-36-5,DTXSID30342541,C12(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(OC(C2(F)F)(F)F)F)F
5575-36-0,DTXSID70386146,CCC1=CC=CC=C1NC(=O)C(C(F)(F)F)(F)Cl
55756-24-6,DTXSID70379997,C#CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
55776-72-2,DTXSID90896717,C1=CC=C(C=C1)P(=O)(C2=CC=CC=C2)OCC(C(C(F)(F)F)(F)F)(F)F
55793-32-3,DTXSID20292864,CC(C)(C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
55827-95-7,DTXSID00787369,C1(=C(N=C(C(=N1)C(C(F)(F)F)(C(F)(F)F)F)F)F)C(C(F)(F)F)(C(F)(F)F)F
55847-13-7,DTXSID80501348,C1(=C(C(C1(F)F)(F)F)C2(C(C(C2(F)F)(F)F)(F)F)F)C3(C(C(C3(F)F)(F)F)(F)F)F
558473-70-4,DTXSID80850409,C(=O)(C(C(C(C(F)(F)F)(F)F)(C(F)(F)F)C(F)(F)F)(F)F)O
5585-30-8,DTXSID00300618,C1=CC=C(C=C1)CN2C(C2(F)F)(C(F)(F)F)F
5585-47-7,DTXSID00787364,C1(=NN=C(N=N1)C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F
558-61-2,DTXSID50371510,C1C(C(C1(F)F)(F)F)Cl
558-64-5,DTXSID40204383,C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)(C2(C(C(C(C(C2(F)F)(F)F)(F)F)(F)F)(F)F)F)F
558-68-9,DTXSID801020615,C1(C(C(C(C(C1(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)F
558-69-0,DTXSID10880158,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(C(F)(F)F)F
558-89-4,DTXSID70371491,C(C(C(F)(F)Cl)(F)F)(C(F)(F)F)(F)F
558-92-9,DTXSID10892913,C(=O)(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)(F)F)O
558-95-2,DTXSID00895554,C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F
558-96-3,DTXSID10379931,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)Br)(F)F)(F)F)(F)F)(F)F
558-97-4,DTXSID2060331,C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(C(C(C(F)(F)I)(F)F)(F)F)(F)F)(F)F
559-05-7,DTXSID20204487,C1=CC=C(C=C1)NS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
55910-10-6,DTXSID60880486,CCCN(CC(=O)[O-])S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.[K+]
559-11-5,DTXSID80204488,C=CC(=O)OCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
559-14-8,DTXSID40204489,C(=C(F)F)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F
559-29-5,DTXSID30464878,C(C(C(F)(F)F)(F)F)(C(OC(F)(F)F)(F)F)(F)F
559-31-9,DTXSID601022358,C1(C(C(NC(C1(F)F)(F)F)(F)F)(F)F)(F)F
55937-43-4,DTXSID10705670,CC1=CC=C(C=C1)OC(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)F
55937-49-0,DTXSID20705782,C1=CC=C(C=C1)OC(=C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)F)F
559-37-5,DTXSID70325611,C1=CC=C2C(=C1)NC(=N2)C(C(C(F)(F)F)(F)F)(F)F
559-40-0,DTXSID7073193,C1(=C(C(C(C1(F)F)(F)F)(F)F)F)F
559-54-6,DTXSID00285794,C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(C(C(F)(F)F)(F)F)(F)F)O
55987-23-0,DTXSID30850393,C1=CC(=CC(=C1)OC(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)F)OC(=C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)F
559-91-1,DTXSID20285776,C1=CC=C(C=C1)C(=O)C(C(C(F)(F)F)(F)F)(F)F
559-92-2,DTXSID30611522,CC1=CC=C(C=C1)C(=O)C(C(C(F)(F)F)(F)F)(F)F
559-96-6,DTXSID60550233,C1=CC=C(C=C1)CC(=O)C(C(C(F)(F)F)(F)F)(F)F
559-99-9,DTXSID80285777,CC(=CC(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F)C
560-01-0,DTXSID10895621,CCCCCCC(C)OC(=O)C(C(C(F)(F)F)(F)F)(F)F
560-02-1,DTXSID80880160,C1=CC=C(C=C1)CNC(=O)C(C(C(F)(F)F)(F)F)(F)F
560092-29-7,DTXSID50896177,CN1CCN(CC1)C(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
56041-73-7,DTXSID70896356,C1=CC(=CC=C1C(=O)C(C(F)(F)F)(C(F)(F)F)F)Cl
56112-35-7,DTXSID20465531,C1=CC=C(C=C1)C(=O)C(C(F)(F)F)(C(F)(F)F)F
56184-40-8,DTXSID00896682,C(=C(\F)/I)(\C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)/F
56184-56-6,DTXSID10850336,C1=CC=C(C=C1)C=CC(C(C(F)(F)F)(F)F)O
56236-41-0,DTXSID30204796,C1C[C@H](N(C1)C(=O)C(C(C(F)(F)F)(F)F)(F)F)C(=O)Cl
56285-78-0,DTXSID80703401,C1=CC(=CC(=C1)S)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
56300-32-4,DTXSID30895562,C(COCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)C#N
563-09-7,DTXSID40380757,C(C(C(C(F)(F)F)(F)F)(F)F)OP(=O)(OCC(C(C(F)(F)F)(F)F)(F)F)OCC(C(C(F)(F)F)(F)F)(F)F
56347-79-6,DTXSID00437731,C(=O)(C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F)OOC(=O)C(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F
56376-19-3,DTXSID50631767,COP(=O)(OC)OC(C#N)C(C(C(F)(F)F)(F)F)(F)F
564-11-4,DTXSID6060341,C1(C(C(N(C(C1(F)F)(F)F)C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
56425-85-5,DTXSID2073562,C1=CC(=CC=C1OC(C(F)(F)F)(F)F)Br
56425-87-7,DTXSID30547771,CC(C)C(=O)C1=CC=C(C=C1)OC(C(F)(F)F)(F)F
564-96-5,DTXSID50301796,CC(C(C(C(C(F)(F)F)(F)F)(F)F)NC1=CC=C(C=C1)C(=O)O)[N+](=O)[O-]
56523-43-4,DTXSID60895530,C(=C/C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)\C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
565-42-4,DTXSID40379767,CC1=CC=C(C=C1)S(=O)(=O)OCC(C(F)(F)F)(F)F
56554-52-0,DTXSID60338250,COC(=O)C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
56594-69-5,DTXSID70501195,C12=C(C(=C(C(=C1F)F)F)F)C(C(C2(C(F)(F)F)F)(F)F)(F)F
56625-38-8,DTXSID60565302,C1(=C(OC(C(O1)(F)F)(F)F)F)F
56663-38-8,DTXSID30896034,C1CCC(CC1)NC(=O)C(C(C(F)(F)F)(F)F)(F)F
56672-52-7,DTXSID20205237,C(=C(F)F)(OC(C(F)(F)Cl)(F)F)F
56682-30-5,DTXSID70630919,C(CS(=O)(=O)O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
56689-41-9,DTXSID80866580,COC1(C(C1(F)Cl)(F)F)F
566912-89-8,DTXSID40850203,C(C=C(C(C(F)(F)I)(F)F)F)I
566929-27-9,DTXSID00585307,C1=CSC(=C1)C2=C(C(C(C2(F)F)(F)F)(F)F)C3=CC=CS3
56734-75-9,DTXSID20447695,C1CCC(=O)C(C1)C(C(F)(F)F)(F)F
56734-76-0,DTXSID30513234,C1CCC(=O)C(C1)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
56734-77-1,DTXSID30853329,C1CCC(=O)C(C1)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
56734-79-3,DTXSID40631433,CCC(=O)C(C)C(C(F)(F)F)(F)F
56734-80-6,DTXSID20617578,CC(C)(C=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
56734-81-7,DTXSID20895379,C(C=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
56778-56-4,DTXSID30853288,CCC(=O)C(C)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
56778-57-5,DTXSID70853287,CC(C)(C=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
5678-75-1,DTXSID80672906,C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)N.Cl
568550-25-4,DTXSID70537191,COC(C(F)F)(C(F)(F)F)F
56860-81-2,DTXSID0074059,C(C(C(F)(F)F)(F)F)OC(F)F
56927-83-4,DTXSID40371105,C(COC(=O)/C=C/C(=O)OCCCSCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)CSCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
56949-85-0,DTXSID50850133,C(C(C(C(F)(F)Cl)(F)Cl)(F)Cl)(C(C(F)(F)Cl)(F)Cl)(F)F
57024-21-2,DTXSID40896565,C1=CC=C(C=C1)C(=O)OC(C(F)(F)F)(C(F)(F)F)F
57041-66-4,DTXSID80853137,C(C(F)(F)F)OC(C(F)(Cl)Cl)(F)F
570420-18-7,DTXSID10896012,CCCCNC(=O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
57101-59-4,DTXSID10205721,C1(=NC(=NC(=N1)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
57113-75-4,DTXSID50513695,C1(=C(C(C(C(C1(F)F)(F)F)(F)Br)(F)F)F)F
57133-61-6,DTXSID00853098,C12(C(C(C(C1(F)F)(F)F)(F)F)(C(C(C2(F)F)(F)F)(F)F)F)F
57171-63-8,DTXSID70617588,C(C(F)(I)I)(F)(F)F
57216-74-7,DTXSID001022186,C(CSC(CO)C(CO)SCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
57216-75-8,DTXSID40895311,C=CC(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
57216-88-3,DTXSID80895299,C(CI)C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
572911-07-0,DTXSID70850039,C=COCCOCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
572-94-1,DTXSID80276963,C1=CC=C(C(=C1)C(=O)OCC(C(C(C(F)F)(F)F)(F)F)(F)F)C(=O)OCC(C(C(C(F)F)(F)F)(F)F)(F)F
57325-40-3,DTXSID10379279,CCCC/C=C/C(C(C(F)(F)F)(F)F)(F)F
57325-43-6,DTXSID80895370,CCCCCCCCCCCCCCC(CC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)I
57325-44-7,DTXSID50895322,CCCCCCCCCCCCCCCCC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
57338-64-4,DTXSID00896187,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OC1=NC(=NC(=N1)N)OCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
57338-65-5,DTXSID20896129,C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OC1=NC(=NC(=N1)N)N
57344-87-3,DTXSID00850027,C1=CC=C(C(=C1)C(=O)O)OC(=C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)F)F
573670-90-3,DTXSID70850019,C1=CC=C(C(=C1)C(=O)C(C(F)(F)F)(F)F)Br
57429-63-7,DTXSID70614936,COC1(C(C1(F)Br)(F)F)F
57450-70-1,DTXSID70896250,C1=C(C=C(C(=C1NC(=O)C(C(C(F)(F)F)(F)F)(F)F)N)[N+](=O)[O-])C(F)(F)F
574715-86-9,DTXSID70892616,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
574715-87-0,DTXSID90892618,C(=O)(C(C(C(C(C(C(C(C(C(C(C(F)(F)Cl)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
57475-95-3,DTXSID60896623,C(=O)(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
57558-13-1,DTXSID30305272,C1=CC(=CC=C1C(C(C(C2=CC=C(C=C2)O)(F)F)(F)F)(F)F)O
57558-14-2,DTXSID90305273,C1=CC(=C(C=C1C(C(C(C2=CC(=C(C=C2)O)[N+](=O)[O-])(F)F)(F)F)(F)F)[N+](=O)[O-])O
5756-55-8,DTXSID90206195,C1=CC=C(C=C1)C2=NN=C(O2)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
5756-67-2,DTXSID50206196,C1=CC=C(C=C1)C2=NN=C(O2)C(C(C(F)(F)F)(F)F)(F)F
57578-99-1,DTXSID10305275,C1=CC(=CC=C1C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O
57589-85-2,DTXSID80880488,C1=CC(=CC(=C1)OS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)NC(=O)C2=C(C(=C(C(=C2Cl)Cl)Cl)Cl)C(=O)[O-].[K+]
575-93-9,DTXSID00292105,CC1=C(SC=C1)C(=O)CC(=O)C(C(C(F)(F)F)(F)F)(F)F
57670-47-0,DTXSID50849941,CCN(CCP(=O)(O)O)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
57677-95-9,DTXSID50561590,C(COP(=O)(O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
57677-97-1,DTXSID90206377,C(COP(=O)([O-])OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.C(CO)[NH2+]CCO
57677-98-2,DTXSID50880490,C(COP(=O)(O)OCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F.C(CO)NCCO
