CASRN,DTXSID,Name,Species,Sex,DosingAdj,HalfLife.h,kelim.h,Source,NObs,Multimodal,FittedDist
85571-83-1,DTXSID50897563,(-)-1-Perfluoropropylethanol,,,,52.55,,,,,
85571-83-1,DTXSID50897563,(-)-1-Perfluoropropylethanol,,,,4.943,,,,,
72276-05-2,DTXSID70880957,(((Perfluorodecyl)ethylsulphonyl)methylamino)ethyl acrylate,,,,29070,,,,,
72276-05-2,DTXSID70880957,(((Perfluorodecyl)ethylsulphonyl)methylamino)ethyl acrylate,,,,782.4,,,,,
72785-08-1,DTXSID2072594,((3-(Dimethylamino)propyl)((heptadecafluorooctyl)sulfonyl)amino)-1-Propanesulfonic acid,,,,29070,,,,,
72785-08-1,DTXSID2072594,((3-(Dimethylamino)propyl)((heptadecafluorooctyl)sulfonyl)amino)-1-Propanesulfonic acid,,,,782.4,,,,,
94200-57-4,DTXSID60240985,((Perfluoro-11-methyldodecyl)ethyl) dihydrogen phosphate,,,,29070,,,,,
94200-57-4,DTXSID60240985,((Perfluoro-11-methyldodecyl)ethyl) dihydrogen phosphate,,,,782.4,,,,,
91615-22-4,DTXSID80238647,((Perfluoro-13-methyltetradecyl)ethyl) acrylate,,,,29070,,,,,
91615-22-4,DTXSID80238647,((Perfluoro-13-methyltetradecyl)ethyl) acrylate,,,,782.4,,,,,
94158-64-2,DTXSID20240840,((Perfluoro-13-methyltetradecyl)ethyl) methacrylate,,,,29070,,,,,
94158-64-2,DTXSID20240840,((Perfluoro-13-methyltetradecyl)ethyl) methacrylate,,,,782.4,,,,,
47795-34-6,DTXSID20880422,((Perfluoro-9-methyldecyl)methyl)oxirane,,,,29070,,,,,
47795-34-6,DTXSID20880422,((Perfluoro-9-methyldecyl)methyl)oxirane,,,,52.55,,,,,
47795-34-6,DTXSID20880422,((Perfluoro-9-methyldecyl)methyl)oxirane,,,,782.4,,,,,
85877-79-8,DTXSID10576342,((Perfluorobutyl)ethyl)trimethoxysilane,,,,52.55,,,,,
38565-54-7,DTXSID10880416,((Perfluorodecyl)methyl)oxirane,,,,29070,,,,,
38565-54-7,DTXSID10880416,((Perfluorodecyl)methyl)oxirane,,,,52.55,,,,,
38565-54-7,DTXSID10880416,((Perfluorodecyl)methyl)oxirane,,,,782.4,,,,,
94158-66-4,DTXSID40881138,((Perfluorododecyl)methyl)oxirane,,,,29070,,,,,
94158-66-4,DTXSID40881138,((Perfluorododecyl)methyl)oxirane,,,,782.4,,,,,
94158-68-6,DTXSID10881140,((Perfluorohexadecyl)methyl)oxirane,,,,29070,,,,,
94158-68-6,DTXSID10881140,((Perfluorohexadecyl)methyl)oxirane,,,,782.4,,,,,
96383-55-0,DTXSID50893560,((Perfluorohexyl)ethyl)-2-chloropropenoate,,,,29070,,,,,
96383-55-0,DTXSID50893560,((Perfluorohexyl)ethyl)-2-chloropropenoate,,,,782.4,,,,,
92071-84-6,DTXSID70881323,((Perfluorooctyl)-2-hydroxypropyl)trimethylammonium iodide,,,,29070,,,,,
92071-84-6,DTXSID70881323,((Perfluorooctyl)-2-hydroxypropyl)trimethylammonium iodide,,,,782.4,,,,,
356056-15-0,DTXSID10583354,((Perfluorooctyl)ethyl)di(propan-2-yl)silane,,,,29070,,,,,
356056-15-0,DTXSID10583354,((Perfluorooctyl)ethyl)di(propan-2-yl)silane,,,,782.4,,,,,
80220-63-9,DTXSID30627108,((Perfluorooctyl)ethyl)phosphonic acid,,,,29070,,,,,
80220-63-9,DTXSID30627108,((Perfluorooctyl)ethyl)phosphonic acid,,,,782.4,,,,,
115781-18-5,DTXSID60597784,((Perfluorooctyl)ethyl)silanetriol,,,,29070,,,,,
115781-18-5,DTXSID60597784,((Perfluorooctyl)ethyl)silanetriol,,,,782.4,,,,,
94158-67-5,DTXSID00881139,((Perfluorotetradecyl)methyl)oxirane,,,,29070,,,,,
94158-67-5,DTXSID00881139,((Perfluorotetradecyl)methyl)oxirane,,,,782.4,,,,,
63513-18-8,DTXSID40795408,"({4-[(1,2,3,3,4,4,5,5,6,6,6-Undecafluorohex-1-en-1-yl)oxy]phenyl}methyl)phosphonic acid",,,,29070,,,,,
63513-18-8,DTXSID40795408,"({4-[(1,2,3,3,4,4,5,5,6,6,6-Undecafluorohex-1-en-1-yl)oxy]phenyl}methyl)phosphonic acid",,,,782.4,,,,,
55649-48-4,DTXSID20337380,"(1-butoxy-1-oxobutan-2-yl) 2,2,3,3,4,4,4-heptafluorobutanoate",,,,29070,,,,,
55649-48-4,DTXSID20337380,"(1-butoxy-1-oxobutan-2-yl) 2,2,3,3,4,4,4-heptafluorobutanoate",,,,782.4,,,,,
55649-48-4,DTXSID20337380,"(1-butoxy-1-oxobutan-2-yl) 2,2,3,3,4,4,4-heptafluorobutanoate",,,,52.55,,,,,
426-56-2,DTXSID20699379,"(1-Chloro-1,2,2,2-tetrafluoroethyl)benzene",,,,52.55,,,,,
426-56-2,DTXSID20699379,"(1-Chloro-1,2,2,2-tetrafluoroethyl)benzene",,,,4.943,,,,,
754-23-4,DTXSID10342827,(1-Chloro)tetrafluoro-1-iodoethane,,,,52.55,,,,,
754-23-4,DTXSID10342827,(1-Chloro)tetrafluoro-1-iodoethane,,,,4.943,,,,,
62281-35-0,DTXSID90631802,"(1,1,1,2,3,3-Hexafluoropropan-2-yl)(trimethyl)silane",,,,52.55,,,,,
62281-35-0,DTXSID90631802,"(1,1,1,2,3,3-Hexafluoropropan-2-yl)(trimethyl)silane",,,,4.943,,,,,
82959-18-0,DTXSID60659755,"(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)(phenyl)iodanium trifluoromethanesulfonate",,,,29070,,,,,
82959-18-0,DTXSID60659755,"(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)(phenyl)iodanium trifluoromethanesulfonate",,,,782.4,,,,,
378-34-7,DTXSID20896301,"(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)benzene",,,,52.55,,,,,
378-34-7,DTXSID20896301,"(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)benzene",,,,4.943,,,,,
89185-51-3,DTXSID80528358,"(1,1,1,2,3,3,4,5,5,5-Decafluoropentan-2-yl)benzene",,,,52.55,,,,,
89185-51-3,DTXSID80528358,"(1,1,1,2,3,3,4,5,5,5-Decafluoropentan-2-yl)benzene",,,,4.943,,,,,
139226-05-4,DTXSID30895683,"(1,1,1,5,5,6,6,7,7,7-Decafluorohept-3-yn-2-ylidene)cyclopentane",,,,782.4,,,,,
139226-05-4,DTXSID30895683,"(1,1,1,5,5,6,6,7,7,7-Decafluorohept-3-yn-2-ylidene)cyclopentane",,,,52.55,,,,,
139226-05-4,DTXSID30895683,"(1,1,1,5,5,6,6,7,7,7-Decafluorohept-3-yn-2-ylidene)cyclopentane",,,,4.943,,,,,
79035-75-9,DTXSID50448610,"(1,1,2,2-Tetrafluoro-1,2-ethanediyl)bis[dimethylphenylsilane",,,,29070,,,,,
79035-75-9,DTXSID50448610,"(1,1,2,2-Tetrafluoro-1,2-ethanediyl)bis[dimethylphenylsilane",,,,782.4,,,,,
89045-65-8,DTXSID30751513,"(1,1,2,2-Tetrafluoro-2-iodoethoxy)benzene",,,,29070,,,,,
89045-65-8,DTXSID30751513,"(1,1,2,2-Tetrafluoro-2-iodoethoxy)benzene",,,,782.4,,,,,
89045-65-8,DTXSID30751513,"(1,1,2,2-Tetrafluoro-2-iodoethoxy)benzene",,,,52.55,,,,,
89045-65-8,DTXSID30751513,"(1,1,2,2-Tetrafluoro-2-iodoethoxy)benzene",,,,4.943,,,,,
63878-93-3,DTXSID90617540,"(1,1,2,2-Tetrafluoroethane-1,2-diyl)bis(phenylphosphane)",,,,29070,,,,,
63878-93-3,DTXSID90617540,"(1,1,2,2-Tetrafluoroethane-1,2-diyl)bis(phenylphosphane)",,,,782.4,,,,,
17667-12-8,DTXSID40575181,"(1,1,2,2,3,3,4,4-Octafluoro-4-iodobutyl)benzene",,,,29070,,,,,
17667-12-8,DTXSID40575181,"(1,1,2,2,3,3,4,4-Octafluoro-4-iodobutyl)benzene",,,,782.4,,,,,
75988-02-2,DTXSID00503607,"(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)acetonitrile",,,,52.55,,,,,
75988-02-2,DTXSID00503607,"(1,1,2,2,3,3,4,4,4-Nonafluorobutane-1-sulfonyl)acetonitrile",,,,4.943,,,,,
5300-25-4,DTXSID90500706,"(1,1,3,3,4,4,4-Heptafluorobut-1-en-2-yl)benzene",,,,782.4,,,,,
5300-25-4,DTXSID90500706,"(1,1,3,3,4,4,4-Heptafluorobut-1-en-2-yl)benzene",,,,4.943,,,,,
883731-69-9,DTXSID701023054,#N/A,,,,52.55,,,,,
883731-69-9,DTXSID701023054,#N/A,,,,4.943,,,,,
783372-47-4,DTXSID00822683,"(1,2,3,3,4,4,4-Heptafluorobut-1-en-1-yl)benzene",,,,782.4,,,,,
783372-47-4,DTXSID00822683,"(1,2,3,3,4,4,4-Heptafluorobut-1-en-1-yl)benzene",,,,4.943,,,,,
89608-28-6,DTXSID90754560,#N/A,,,,29070,,,,,
89608-28-6,DTXSID90754560,#N/A,,,,782.4,,,,,
89608-35-5,DTXSID40567046,#N/A,,,,29070,,,,,
89608-35-5,DTXSID40567046,#N/A,,,,782.4,,,,,
113688-43-0,DTXSID10549238,"(1,4-Dibromo-3,3,4,4-tetrafluorobutyl)(trimethyl)silane",,,,29070,,,,,
113688-43-0,DTXSID10549238,"(1,4-Dibromo-3,3,4,4-tetrafluorobutyl)(trimethyl)silane",,,,782.4,,,,,
113688-43-0,DTXSID10549238,"(1,4-Dibromo-3,3,4,4-tetrafluorobutyl)(trimethyl)silane",,,,52.55,,,,,
135131-53-2,DTXSID30896690,"(10E)-12,12,13,13,14,14,15,15,16,16,17,17,17-Tridecafluoroheptadec-10-en-1-ol",,,,29070,,,,,
135131-53-2,DTXSID30896690,"(10E)-12,12,13,13,14,14,15,15,16,16,17,17,17-Tridecafluoroheptadec-10-en-1-ol",,,,782.4,,,,,
135131-50-9,DTXSID70896694,"(10E)-12,12,13,13,14,14,15,15,16,16,17,17,18,18,19,19,19-Heptadecafluorononadec-10-en-1-ol",,,,29070,,,,,
135131-50-9,DTXSID70896694,"(10E)-12,12,13,13,14,14,15,15,16,16,17,17,18,18,19,19,19-Heptadecafluorononadec-10-en-1-ol",,,,782.4,,,,,
134051-91-5,DTXSID20158476,(11-(F-Hexyl)undecyl) dimorpholinophosphoramidate,,,,29070,,,,,
134051-91-5,DTXSID20158476,(11-(F-Hexyl)undecyl) dimorpholinophosphoramidate,,,,782.4,,,,,
134051-92-6,DTXSID80158477,(11-(F-Octyl)undecyl) dimorpholinophosphoramidate,,,,29070,,,,,
134051-92-6,DTXSID80158477,(11-(F-Octyl)undecyl) dimorpholinophosphoramidate,,,,782.4,,,,,
120623-45-2,DTXSID00897477,"(17?)-3-[(Trimethylsilyl)oxy]estra-1,3,5(10)-trien-17-ol perfluorobutanoate",,,,29070,,,,,
120623-45-2,DTXSID00897477,"(17?)-3-[(Trimethylsilyl)oxy]estra-1,3,5(10)-trien-17-ol perfluorobutanoate",,,,782.4,,,,,
36839-96-0,DTXSID50420375,"(1E)-1-Cycloocten-1-yl 1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonate",,,,29070,,,,,
36839-96-0,DTXSID50420375,"(1E)-1-Cycloocten-1-yl 1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonate",,,,782.4,,,,,
170118-61-3,DTXSID00895615,"(1E)-1-Ethoxy-4,4,5,5,6,6,6-heptafluorohex-1-en-3-one",,,,52.55,,,,,
170118-61-3,DTXSID00895615,"(1E)-1-Ethoxy-4,4,5,5,6,6,6-heptafluorohex-1-en-3-one",,,,782.4,,,,,
170118-61-3,DTXSID00895615,"(1E)-1-Ethoxy-4,4,5,5,6,6,6-heptafluorohex-1-en-3-one",,,,4.943,,,,,
62949-64-8,DTXSID60896688,"(1E)-1,2,3,3,4,4,5,5,6,6,6-Undecafluoro-1-methoxyhex-1-ene",,,,52.55,,,,,
62949-64-8,DTXSID60896688,"(1E)-1,2,3,3,4,4,5,5,6,6,6-Undecafluoro-1-methoxyhex-1-ene",,,,4.943,,,,,
391199-64-7,DTXSID80895214,"(1E)-1,2,3,3,4,4,5,5,6,6,6-Undecafluorohex-1-ene",,,,52.55,,,,,
391199-64-7,DTXSID80895214,"(1E)-1,2,3,3,4,4,5,5,6,6,6-Undecafluorohex-1-ene",,,,4.943,,,,,
883882-12-0,DTXSID20896306,"(1E)-1,2,3,4,4,4-Hexafluoro-1-iodo-3-(trifluoromethyl)but-1-ene",,,,52.55,,,,,
883882-12-0,DTXSID20896306,"(1E)-1,2,3,4,4,4-Hexafluoro-1-iodo-3-(trifluoromethyl)but-1-ene",,,,4.943,,,,,
14149-41-8,DTXSID30896296,"(1E)-1,3,4,4,4-Pentafluoro-3-(trifluoromethyl)but-1-ene",,,,52.55,,,,,
14149-41-8,DTXSID30896296,"(1E)-1,3,4,4,4-Pentafluoro-3-(trifluoromethyl)but-1-ene",,,,4.943,,,,,
189396-84-7,DTXSID70578908,"(1E)-2,2,3,3,3-Pentafluoro-N-(4-methoxyphenyl)propan-1-imine",,,,52.55,,,,,
189396-84-7,DTXSID70578908,"(1E)-2,2,3,3,3-Pentafluoro-N-(4-methoxyphenyl)propan-1-imine",,,,4.943,,,,,
29723-32-8,DTXSID20340298,"(1E)-2,2,3,3,4,4,4-Heptafluoro-N-(2-phenylethyl)butan-1-imine",,,,29070,,,,,
29723-32-8,DTXSID20340298,"(1E)-2,2,3,3,4,4,4-Heptafluoro-N-(2-phenylethyl)butan-1-imine",,,,782.4,,,,,
29723-32-8,DTXSID20340298,"(1E)-2,2,3,3,4,4,4-Heptafluoro-N-(2-phenylethyl)butan-1-imine",,,,4.943,,,,,
62765-24-6,DTXSID70805307,"(1E)-2,2,3,3,4,4,4-Heptafluoro-N-phenylbutan-1-imine",,,,782.4,,,,,
62765-24-6,DTXSID70805307,"(1E)-2,2,3,3,4,4,4-Heptafluoro-N-phenylbutan-1-imine",,,,4.943,,,,,
157430-71-2,DTXSID10896658,"(1E)-3,3,4,4,5,5,5-Heptafluoro-1-iodopent-1-ene",,,,52.55,,,,,
157430-71-2,DTXSID10896658,"(1E)-3,3,4,4,5,5,5-Heptafluoro-1-iodopent-1-ene",,,,4.943,,,,,
329698-26-2,DTXSID90895306,"(1E)-3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-1-iodooct-1-ene",,,,29070,,,,,
329698-26-2,DTXSID90895306,"(1E)-3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-1-iodooct-1-ene",,,,52.55,,,,,
329698-26-2,DTXSID90895306,"(1E)-3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluoro-1-iodooct-1-ene",,,,782.4,,,,,
24716-84-5,DTXSID10896739,"(1E)-3,4,4,4-Tetrafluoro-1-iodo-3-(trifluoromethyl)but-1-ene",,,,52.55,,,,,
24716-84-5,DTXSID10896739,"(1E)-3,4,4,4-Tetrafluoro-1-iodo-3-(trifluoromethyl)but-1-ene",,,,4.943,,,,,
126681-21-8,DTXSID10344962,"(1E)-4,4,5,5,6,6,6-Heptafluoro-1-iodo-3,3-bis(trifluoromethyl)-1-hexene",,,,29070,,,,,
126681-21-8,DTXSID10344962,"(1E)-4,4,5,5,6,6,6-Heptafluoro-1-iodo-3,3-bis(trifluoromethyl)-1-hexene",,,,52.55,,,,,
126681-21-8,DTXSID10344962,"(1E)-4,4,5,5,6,6,6-Heptafluoro-1-iodo-3,3-bis(trifluoromethyl)-1-hexene",,,,782.4,,,,,
54009-78-8,DTXSID00880465,"(1H,1H-Perfluoro-12-methyltridecyl)oxirane",,,,29070,,,,,
54009-78-8,DTXSID00880465,"(1H,1H-Perfluoro-12-methyltridecyl)oxirane",,,,782.4,,,,,
54009-77-7,DTXSID80880463,"(1H,1H-Perfluoro-14-methylpentadecyl)oxirane",,,,29070,,,,,
54009-77-7,DTXSID80880463,"(1H,1H-Perfluoro-14-methylpentadecyl)oxirane",,,,782.4,,,,,
54009-79-9,DTXSID10880471,"(1H,1H-Perfluoro-16-methylheptadecyl)oxirane",,,,29070,,,,,
54009-79-9,DTXSID10880471,"(1H,1H-Perfluoro-16-methylheptadecyl)oxirane",,,,782.4,,,,,
1034681-41-8,DTXSID40893519,"(1H,1H,2H,2H-perfluorooctyl)triacetoxysilane",,,,29070,,,,,
1034681-41-8,DTXSID40893519,"(1H,1H,2H,2H-perfluorooctyl)triacetoxysilane",,,,782.4,,,,,
75032-94-9,DTXSID20893294,"(1H,1H,7H-perfluoroheptyl)-2-sulfohexadecanoate sodium salt",,,,29070,,,,,
75032-94-9,DTXSID20893294,"(1H,1H,7H-perfluoroheptyl)-2-sulfohexadecanoate sodium salt",,,,782.4,,,,,
133964-60-0,DTXSID60897256,"(1R-trans)-N,N'-1,2-Cyclohexanediylbis(perfluorobutanamide)",,,,29070,,,,,
133964-60-0,DTXSID60897256,"(1R-trans)-N,N'-1,2-Cyclohexanediylbis(perfluorobutanamide)",,,,782.4,,,,,
72370-89-9,DTXSID30531175,"(1R)-1-(4-Ethoxyphenyl)-2,2,3,3-tetrafluorocyclobutane-1-carboxylic acid",,,,29070,,,,,
72370-89-9,DTXSID30531175,"(1R)-1-(4-Ethoxyphenyl)-2,2,3,3-tetrafluorocyclobutane-1-carboxylic acid",,,,782.4,,,,,
72370-89-9,DTXSID30531175,"(1R)-1-(4-Ethoxyphenyl)-2,2,3,3-tetrafluorocyclobutane-1-carboxylic acid",,,,4.943,,,,,
72370-89-9,DTXSID30531175,"(1R)-1-(4-Ethoxyphenyl)-2,2,3,3-tetrafluorocyclobutane-1-carboxylic acid",,,,52.55,,,,,
864149-62-2,DTXSID60897473,"(1R,2R)-N,N'-bis(Perfluorooctanoyl)-1,2-cyclohexanediamine",,,,29070,,,,,
864149-62-2,DTXSID60897473,"(1R,2R)-N,N'-bis(Perfluorooctanoyl)-1,2-cyclohexanediamine",,,,782.4,,,,,
958885-20-6,DTXSID50611544,"(1R,2R,5S,6S)-3,3,4,4-Tetrafluoro-9-oxatricyclo[4.2.1.0~2,5~]non-7-ene",,,,52.55,,,,,
958885-20-6,DTXSID50611544,"(1R,2R,5S,6S)-3,3,4,4-Tetrafluoro-9-oxatricyclo[4.2.1.0~2,5~]non-7-ene",,,,4.943,,,,,
38787-67-6,DTXSID70662952,"(1R,2S)-1-Iodo-2-(pentafluoroethyl)cyclohexane",,,,29070,,,,,
38787-67-6,DTXSID70662952,"(1R,2S)-1-Iodo-2-(pentafluoroethyl)cyclohexane",,,,52.55,,,,,
38787-67-6,DTXSID70662952,"(1R,2S)-1-Iodo-2-(pentafluoroethyl)cyclohexane",,,,4.943,,,,,
38787-67-6,DTXSID70662952,"(1R,2S)-1-Iodo-2-(pentafluoroethyl)cyclohexane",,,,782.4,,,,,
51800-99-8,DTXSID80880448,"(1R,4R)-3-(Heptafluorobutyryl)-camphor",,,,29070,,,,,
51800-99-8,DTXSID80880448,"(1R,4R)-3-(Heptafluorobutyryl)-camphor",,,,782.4,,,,,
88951-19-3,DTXSID80896706,"(1r,4r)-4-(Heptafluoropropyl)cyclohexane-1-carboxamide",,,,29070,,,,,
88951-19-3,DTXSID80896706,"(1r,4r)-4-(Heptafluoropropyl)cyclohexane-1-carboxamide",,,,52.55,,,,,
88951-19-3,DTXSID80896706,"(1r,4r)-4-(Heptafluoropropyl)cyclohexane-1-carboxamide",,,,4.943,,,,,
88951-19-3,DTXSID80896706,"(1r,4r)-4-(Heptafluoropropyl)cyclohexane-1-carboxamide",,,,782.4,,,,,
88951-23-9,DTXSID70896699,"(1r,4r)-4-(Heptafluoropropyl)cyclohexane-1-carboxylic acid",,,,29070,,,,,
88951-23-9,DTXSID70896699,"(1r,4r)-4-(Heptafluoropropyl)cyclohexane-1-carboxylic acid",,,,782.4,,,,,
88951-21-7,DTXSID70896715,"(1r,4r)-4-(Nonafluorobutyl)cyclohexane-1-carboxamide",,,,29070,,,,,
88951-21-7,DTXSID70896715,"(1r,4r)-4-(Nonafluorobutyl)cyclohexane-1-carboxamide",,,,782.4,,,,,
88951-21-7,DTXSID70896715,"(1r,4r)-4-(Nonafluorobutyl)cyclohexane-1-carboxamide",,,,52.55,,,,,
88951-25-1,DTXSID30896711,"(1r,4r)-4-(Nonafluorobutyl)cyclohexane-1-carboxylic acid",,,,29070,,,,,
88951-25-1,DTXSID30896711,"(1r,4r)-4-(Nonafluorobutyl)cyclohexane-1-carboxylic acid",,,,782.4,,,,,
63180-06-3,DTXSID90886557,"(1R,4S)-3-(2,2,3,3,4,4,4-Heptafluoro-1-hydroxybutylidene)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",,,,29070,,,,,
63180-06-3,DTXSID90886557,"(1R,4S)-3-(2,2,3,3,4,4,4-Heptafluoro-1-hydroxybutylidene)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",,,,782.4,,,,,
7589-44-8,DTXSID10662951,"(1S,2R)-1-(Heptafluoropropyl)-2-iodocyclohexane",,,,29070,,,,,
7589-44-8,DTXSID10662951,"(1S,2R)-1-(Heptafluoropropyl)-2-iodocyclohexane",,,,782.4,,,,,
115224-00-5,DTXSID50583510,"(1S,4S)-3-(Heptafluorobutyryl)camphor",,,,29070,,,,,
115224-00-5,DTXSID50583510,"(1S,4S)-3-(Heptafluorobutyryl)camphor",,,,782.4,,,,,
88951-18-2,DTXSID20896705,"(1s,4s)-4-(Heptafluoropropyl)cyclohexane-1-carboxamide",,,,29070,,,,,
88951-18-2,DTXSID20896705,"(1s,4s)-4-(Heptafluoropropyl)cyclohexane-1-carboxamide",,,,52.55,,,,,
88951-18-2,DTXSID20896705,"(1s,4s)-4-(Heptafluoropropyl)cyclohexane-1-carboxamide",,,,4.943,,,,,
88951-18-2,DTXSID20896705,"(1s,4s)-4-(Heptafluoropropyl)cyclohexane-1-carboxamide",,,,782.4,,,,,
88951-22-8,DTXSID20896700,"(1s,4s)-4-(Heptafluoropropyl)cyclohexane-1-carboxylic acid",,,,29070,,,,,
88951-22-8,DTXSID20896700,"(1s,4s)-4-(Heptafluoropropyl)cyclohexane-1-carboxylic acid",,,,782.4,,,,,
88951-20-6,DTXSID10896714,"(1s,4s)-4-(Nonafluorobutyl)cyclohexane-1-carboxamide",,,,29070,,,,,
88951-20-6,DTXSID10896714,"(1s,4s)-4-(Nonafluorobutyl)cyclohexane-1-carboxamide",,,,782.4,,,,,
88951-20-6,DTXSID10896714,"(1s,4s)-4-(Nonafluorobutyl)cyclohexane-1-carboxamide",,,,52.55,,,,,
88951-24-0,DTXSID90896712,"(1s,4s)-4-(Nonafluorobutyl)cyclohexane-1-carboxylic acid",,,,29070,,,,,
88951-24-0,DTXSID90896712,"(1s,4s)-4-(Nonafluorobutyl)cyclohexane-1-carboxylic acid",,,,782.4,,,,,
59665-28-0,DTXSID00631439,"(1Z)-1,2-Dibromo-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooct-1-ene",,,,29070,,,,,
59665-28-0,DTXSID00631439,"(1Z)-1,2-Dibromo-3,3,4,4,5,5,6,6,7,7,8,8,8-tridecafluorooct-1-ene",,,,782.4,,,,,
168332-72-7,DTXSID40896661,"(1Z)-1,2,3,3,4,4,5,5,6,6,6-Undecafluorohex-1-ene",,,,52.55,,,,,
168332-72-7,DTXSID40896661,"(1Z)-1,2,3,3,4,4,5,5,6,6,6-Undecafluorohex-1-ene",,,,4.943,,,,,
1516885-18-9,DTXSID10895303,"(1Z)-1,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooct-1-ene",,,,52.55,,,,,
1516885-18-9,DTXSID10895303,"(1Z)-1,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooct-1-ene",,,,4.943,,,,,
56184-40-8,DTXSID00896682,"(1Z)-1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Nonadecafluoro-1-iododec-1-ene",,,,29070,,,,,
56184-40-8,DTXSID00896682,"(1Z)-1,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Nonadecafluoro-1-iododec-1-ene",,,,782.4,,,,,
105774-97-8,DTXSID00896304,"(1Z)-1,2,3,4,4,4-Hexafluoro-1-iodo-3-(trifluoromethyl)but-1-ene",,,,52.55,,,,,
105774-97-8,DTXSID00896304,"(1Z)-1,2,3,4,4,4-Hexafluoro-1-iodo-3-(trifluoromethyl)but-1-ene",,,,4.943,,,,,
14318-61-7,DTXSID90896297,"(1Z)-1,3,4,4,4-Pentafluoro-3-(trifluoromethyl)but-1-ene",,,,52.55,,,,,
14318-61-7,DTXSID90896297,"(1Z)-1,3,4,4,4-Pentafluoro-3-(trifluoromethyl)but-1-ene",,,,4.943,,,,,
648-13-5,DTXSID90328947,"(1Z)-2,2,3,3,4,4,4-Heptafluoro-N'-(2,2,3,3,4,4,4-heptafluorobutanimidoyl)butanimidamide",,,,29070,,,,,
648-13-5,DTXSID90328947,"(1Z)-2,2,3,3,4,4,4-Heptafluoro-N'-(2,2,3,3,4,4,4-heptafluorobutanimidoyl)butanimidamide",,,,782.4,,,,,
923569-77-1,DTXSID30700420,"(1Z)-2,2,3,3,4,4,4-Heptafluoro-N-(4-methoxy-2-methylphenyl)butanimidoyl chloride",,,,29070,,,,,
923569-77-1,DTXSID30700420,"(1Z)-2,2,3,3,4,4,4-Heptafluoro-N-(4-methoxy-2-methylphenyl)butanimidoyl chloride",,,,782.4,,,,,
24716-85-6,DTXSID70348022,"(1Z)-3,4,4,4-Tetrafluoro-1-iodo-3-(trifluoromethyl)-1-butene",,,,52.55,,,,,
24716-85-6,DTXSID70348022,"(1Z)-3,4,4,4-Tetrafluoro-1-iodo-3-(trifluoromethyl)-1-butene",,,,4.943,,,,,
923569-78-2,DTXSID60701107,"(1Z)-N-[2-(Bromomethyl)-4-methoxyphenyl]-2,2,3,3,4,4,4-heptafluorobutanimidoyl chloride",,,,29070,,,,,
923569-78-2,DTXSID60701107,"(1Z)-N-[2-(Bromomethyl)-4-methoxyphenyl]-2,2,3,3,4,4,4-heptafluorobutanimidoyl chloride",,,,782.4,,,,,
678-57-9,DTXSID80290780,"(1z,6z)-2,2,3,3,4,4,5,5-octafluorohexanediimidamide",,,,29070,,,,,
678-57-9,DTXSID80290780,"(1z,6z)-2,2,3,3,4,4,5,5-octafluorohexanediimidamide",,,,52.55,,,,,
678-57-9,DTXSID80290780,"(1z,6z)-2,2,3,3,4,4,5,5-octafluorohexanediimidamide",,,,4.943,,,,,
678-57-9,DTXSID80290780,"(1z,6z)-2,2,3,3,4,4,5,5-octafluorohexanediimidamide",,,,782.4,,,,,
134051-89-1,DTXSID00158474,(2-(F-Hexyl)ethyl) dimorpholinophosphoramidate,,,,29070,,,,,
134051-89-1,DTXSID00158474,(2-(F-Hexyl)ethyl) dimorpholinophosphoramidate,,,,782.4,,,,,
134051-90-4,DTXSID60158475,(2-(F-Octyl)ethyl) dimorpholinophosphoramidate,,,,29070,,,,,
134051-90-4,DTXSID60158475,(2-(F-Octyl)ethyl) dimorpholinophosphoramidate,,,,782.4,,,,,
31841-41-5,DTXSID50880253,(2-(Perfluorooctyl)-1-ethyl)bis(2-hydroxyethyl)methylammonium iodide,,,,29070,,,,,
31841-41-5,DTXSID50880253,(2-(Perfluorooctyl)-1-ethyl)bis(2-hydroxyethyl)methylammonium iodide,,,,782.4,,,,,
81233-14-9,DTXSID30521319,"(2-Bromo-1,1,2,2-tetrafluoroethoxy)(difluoro)acetic acid",,,,52.55,,,,,
81233-14-9,DTXSID30521319,"(2-Bromo-1,1,2,2-tetrafluoroethoxy)(difluoro)acetic acid",,,,4.943,,,,,
